training_step,curriculum_stage,horizon,mode_entropy,spawn_probability,spawn_action_frequency,mode_explore_fraction,mode_explore_team_fraction,mode_forage_fraction,mode_forage_team_fraction,mode_camp_fraction,mode_camp_team_fraction,mode_evade_fraction,mode_evade_team_fraction,mode_regroup_fraction,mode_regroup_team_fraction,mode_conserve_fraction,mode_conserve_team_fraction,movement_intensity_mean,movement_intensity_std,movement_intensity_min,movement_intensity_max,steering_residual_mean,steering_residual_std,steering_residual_min,steering_residual_max
11,0,300.0,1.720511107348341,0.5002899448875971,0.509255051612854,0.16065244106803708,0.16607912404899483,0.2255613897888504,0.22857961480747746,0.1358507429337504,0.1532879631035781,0.11183108032622054,0.10222561638850786,0.16322198637023796,0.15401516159099155,0.2028823595129036,0.19581252006045025,0.5224664807319641,0.2400478720664978,0.0038929791189730167,0.9975485801696777,-0.02046157419681549,0.4829098582267761,-0.9971562623977661,0.9941742420196533
12,0,300.0,1.7181712267683977,0.48963179193740136,0.493338018655777,0.15732906471529842,0.14564691622868411,0.21918591356048478,0.21343256457414794,0.12965927281042763,0.1197936279258225,0.11742510862108392,0.13840751830235154,0.17379373427852732,0.18129090673848902,0.2026069060141779,0.20142846623050487,0.5193524956703186,0.23882246017456055,0.005160156637430191,0.9991714358329773,-0.03474123030900955,0.4800611734390259,-0.9974895715713501,0.9967027902603149
13,0,300.0,1.713966027109406,0.4773718929580642,0.4807497560977936,0.17371871275327772,0.17126822100822928,0.23688915375446962,0.2342787831818754,0.12187127532777116,0.12903913545411644,0.10588001589193484,0.10111615887053031,0.17481128327373857,0.1725177767568195,0.1868295589988081,0.19177992472842906,0.5179905295372009,0.2378588169813156,0.0032456216868013144,0.9980542063713074,-0.018630314618349075,0.48720285296440125,-0.9951960444450378,0.9987075328826904
14,0,300.0,1.7106748126121645,0.48239232232737894,0.4809267818927765,0.20187265917602995,0.20349474979006382,0.2205992509363296,0.2161955566756077,0.1274656679151061,0.13498578345337572,0.10486891385767791,0.10266969415572123,0.17178526841448188,0.16988855195916092,0.17340823970037453,0.1727656639660706,0.5169376730918884,0.2373373955488205,0.002008080715313554,0.9995461106300354,-0.012975954450666904,0.4886251389980316,-0.9923452734947205,0.9977141618728638
15,0,300.0,1.723210202186655,0.4871377742944493,0.48875147104263306,0.19940782698249226,0.1944979201276388,0.19915036045314108,0.1934225983875501,0.13426879505664263,0.14399357970778015,0.10659114315139032,0.11482216197833292,0.19052523171987643,0.1840108657460307,0.17005664263645726,0.1692528740526673,0.508567750453949,0.2383931577205658,0.0017936874646693468,0.9970018863677979,-0.009026058949530125,0.48504331707954407,-0.9928520917892456,0.996424674987793
16,0,300.0,1.714471095757717,0.5101363455185868,0.49553990364074707,0.23284823284823286,0.22902416567848088,0.1968121968121968,0.19373757057080307,0.12543312543312543,0.12224327673903283,0.10649110649110649,0.11218361704962129,0.1750981750981751,0.17527665852641724,0.1633171633171633,0.16753471143564466,0.5205872058868408,0.24034270644187927,0.009684204123914242,0.996650755405426,0.0034857839345932007,0.486513614654541,-0.9983037114143372,0.9936045408248901
17,0,300.0,1.7136543526213266,0.5012312636207849,0.5060211420059204,0.2056480811006517,0.2086233916482926,0.20902727492155443,0.20440797213195386,0.15713251267197684,0.1551611065682709,0.11368573497465605,0.1152857055344393,0.17282162684045377,0.16928852143395,0.1416847694907072,0.14723330268309331,0.5207788944244385,0.24011406302452087,0.010839041322469711,0.9983040690422058,-0.024037381634116173,0.4878777861595154,-0.9870530962944031,0.9840785264968872
18,0,300.0,1.706320748755441,0.49389657377403046,0.5006657838821411,0.19776507276507277,0.19112110455485137,0.2312889812889813,0.2254814280964538,0.15696465696465697,0.15333277542995186,0.09667359667359668,0.0896307574367461,0.1632016632016632,0.17762398600435603,0.1541060291060291,0.16280994847764083,0.5288196206092834,0.24231892824172974,0.0020966453012079,0.9958350658416748,-0.024655938148498535,0.48020631074905396,-0.9948884844779968,0.9921461343765259
19,0,300.0,1.6932130681696367,0.4823015585713003,0.48500141501426697,0.20554335894621295,0.20213086760529478,0.24615806805708013,0.25005302184403394,0.17316136114160263,0.1826601006863761,0.08863885839736553,0.08056685027679339,0.1394072447859495,0.13658297448523343,0.14709110867178923,0.14800618510226837,0.5132185220718384,0.24253785610198975,0.0035925565753132105,0.9968273043632507,-0.011937322095036507,0.4825826585292816,-0.9901835918426514,0.9867348670959473
20,0,300.0,1.6730381892277644,0.49157188265931373,0.4900508224964142,0.1938631221719457,0.1914115616008015,0.25805995475113125,0.2625374405425129,0.18523755656108598,0.18375126508871295,0.08823529411764706,0.08606606989212126,0.13942307692307693,0.1357512359429152,0.1351809954751131,0.1404824269329362,0.5166230797767639,0.2411305159330368,0.002916740020737052,0.9981173872947693,-0.007650742772966623,0.47791633009910583,-0.9953387975692749,0.9956811666488647
21,0,300.0,1.6603856776048458,0.4938616873003522,0.4967133402824402,0.18442622950819673,0.17396315050918987,0.27133010432190763,0.27745602858519147,0.19467213114754098,0.19053255570264543,0.0823397913561848,0.08401972354011625,0.14251117734724292,0.14108623277494634,0.12472056631892697,0.13294230888791067,0.5224351286888123,0.2412237823009491,0.0009536178549751639,0.9985488653182983,-0.016122721135616302,0.48431146144866943,-0.9964221715927124,0.9969722032546997
22,0,300.0,1.6498782176125966,0.5110692784821557,0.5170110464096069,0.16998779991866614,0.160182669905943,0.2922936152907686,0.3073593487019068,0.18696624644164295,0.17671010526502579,0.08184221228141521,0.07772572605005186,0.14243594957299716,0.1429865619605647,0.12647417649450995,0.13503558811650787,0.5243748426437378,0.24114327132701874,0.00470451544970274,0.9970043897628784,-0.014564717188477516,0.4767673909664154,-0.996263325214386,0.9983898401260376
23,0,300.0,1.6201461139254176,0.5157972770884282,0.5170075297355652,0.17590072929139,0.18039681725328754,0.30238380320017416,0.301675086454551,0.18961576140198105,0.1823334289330013,0.07782736475454446,0.07335774693023375,0.1332317405028845,0.13485051083020677,0.12104060084902579,0.12738640959871964,0.5127533674240112,0.24193918704986572,0.0013231061166152358,0.9985262751579285,-0.01188272051513195,0.483898401260376,-0.9954336285591125,0.993451714515686
24,0,300.0,1.5968568321538912,0.5002906229895884,0.5017901659011841,0.16366065464261856,0.16363441723677516,0.32117568470273883,0.3217286942358585,0.19505678022712092,0.18930720810360882,0.08016032064128256,0.08093202783026252,0.12344689378757515,0.12760733304515456,0.116499665998664,0.11679031954834043,0.5204299092292786,0.2413545399904251,0.0007245031301863492,0.9964693188667297,-0.017170261591672897,0.487122505903244,-0.9931621551513672,0.9939271211624146
25,0,300.0,1.6076576584188327,0.5014721829467025,0.5164110660552979,0.16536262413481795,0.1645605458910771,0.316430935901294,0.32421244943505056,0.17724947336743907,0.17590644658854154,0.07959674992476677,0.07517009624062533,0.1364730665061691,0.13283067208589489,0.12488715016551309,0.12731978975881056,0.5287760496139526,0.2394682914018631,0.00359597010537982,0.9986130595207214,-0.01960684172809124,0.47712835669517517,-0.9983417987823486,0.9944112300872803
26,0,300.0,1.5582050947346544,0.5130666684111049,0.5118585824966431,0.13545573484518098,0.13268497342552288,0.37583951155691236,0.3918848448262532,0.15202791103358046,0.1633143354403939,0.08539031836022677,0.08118853716109115,0.11208024422154383,0.10419556446426637,0.1392062799825556,0.1267317446824725,0.5139418244361877,0.24019378423690796,0.0027313416358083487,0.9996147751808167,-0.035050857812166214,0.48243042826652527,-0.9930758476257324,0.9946253299713135
27,0,300.0,1.549697721211468,0.5068299319790547,0.5092121362686157,0.1486161251504212,0.14106163488774442,0.3760529482551143,0.37704847306512185,0.14878803506962351,0.1533151320593851,0.09446450060168472,0.09917977743258999,0.11010830324909747,0.11566915924986323,0.1219700876740588,0.1137258233052954,0.5060187578201294,0.23969420790672302,0.0009335802169516683,0.9987932443618774,-0.01049986481666565,0.4805624186992645,-0.9927982091903687,0.9946948289871216
28,0,300.0,1.5583195356668098,0.4900033319547932,0.4895780384540558,0.1618848376170552,0.1667899493228854,0.3666068938035465,0.34764888650672227,0.14086471408647142,0.151823709676019,0.10251046025104603,0.10363707883111119,0.10300856744371388,0.11299461954136435,0.12512452679816696,0.1171057561218978,0.5165401101112366,0.2392229586839676,0.0035358506720513105,0.9987464547157288,-0.018862420693039894,0.4794931411743164,-0.9987137913703918,0.9971708059310913
29,0,300.0,1.5775389248559266,0.5089084722910656,0.5097178220748901,0.17231972356097117,0.1718313841975336,0.34654905883422754,0.3643526193928357,0.1454032918068564,0.14572348242911629,0.10793852868964263,0.10670949896525302,0.09366190779303446,0.08607569952370606,0.1341274893152678,0.12530731549155533,0.5169294476509094,0.2372199296951294,0.0020814877934753895,0.9961811900138855,-0.01989351399242878,0.47932079434394836,-0.9974923133850098,0.993877649307251
30,0,300.0,1.5546246152935606,0.4964238076260962,0.4993398189544678,0.17477096546863988,0.1759136054168182,0.35259572468874795,0.3691527959838229,0.14846135776368335,0.1465237324718387,0.10007047216349542,0.10181142966441056,0.09713413201785295,0.0898118191145857,0.12696734789758046,0.11678661734852393,0.5239943861961365,0.24009916186332703,0.0024870424531400204,0.9997730851173401,-0.008430859073996544,0.4797837734222412,-0.9978995323181152,0.993156909942627
31,0,300.0,1.5513720594236764,0.5015385078180518,0.5123405456542969,0.16002162454385727,0.1690702595278071,0.3654547911879984,0.3734921062623571,0.14880389241789432,0.14740040388757322,0.09285038518718745,0.07765363167132103,0.09690498716042709,0.09933109260798453,0.1359643195026355,0.13305250604295696,0.5159428715705872,0.2392898052930832,0.0013914125738665462,0.9964501857757568,-0.0009778722887858748,0.48392730951309204,-0.9930949211120605,0.9916211366653442
32,0,300.0,1.5345985080381959,0.49492409643209756,0.4903354346752167,0.1489092899856818,0.14564335890716845,0.3767371346753137,0.3911002510545587,0.15059378421628905,0.1493794328592845,0.09576349701002274,0.08961101067615014,0.10351217047081614,0.10049206762546929,0.12448412364187653,0.12377387887736892,0.5215983390808105,0.23712337017059326,0.004851409699767828,0.9992018938064575,-0.00599486380815506,0.4834478795528412,-0.995060384273529,0.9947117567062378
33,0,300.0,1.5611314266216703,0.5255997203634708,0.5265846252441406,0.15527054716551567,0.15276858948357527,0.3481065492904303,0.3744996099419299,0.14259694922971844,0.1419252889492427,0.10647340062229643,0.09046571073400593,0.10700462927828792,0.10203359632236206,0.14054792441375125,0.13830720456888418,0.5173196196556091,0.24269090592861176,0.0011542988941073418,0.9979538917541504,-0.014232792891561985,0.4823642671108246,-0.9987584948539734,0.994236946105957
34,0,300.0,1.5097167311574697,0.5088733993931931,0.49738603830337524,0.1338716913414087,0.1363852491339708,0.3956034096007178,0.39714212266656873,0.14939434724091522,0.14994050417929783,0.08595782862270077,0.0818003015277818,0.09672498878420817,0.09762467867712757,0.13844773441004934,0.13710714381525332,0.5170416831970215,0.2411600798368454,9.836714889388531e-05,0.9986310601234436,0.015923015773296356,0.48561108112335205,-0.9957987666130066,0.9991611242294312
35,0,300.0,1.5168671402940277,0.5196999021664577,0.5184805989265442,0.1275459400742283,0.13334686914132107,0.38390513261518966,0.3940692184661012,0.13587399293925953,0.14137892270520327,0.10265230379288495,0.08623492817738475,0.10355752693038835,0.10118426541944629,0.14646510364804924,0.14378579609054337,0.5224296450614929,0.24217377603054047,0.001595549052581191,0.9999535083770752,0.021327883005142212,0.4871715009212494,-0.9974161386489868,0.9948592185974121
36,0,300.0,1.5350056739411433,0.5111323763437035,0.5037218928337097,0.12747535362194598,0.1323778712140266,0.3740248606943849,0.3881985477941754,0.1481354479211316,0.14788383642418393,0.10330047149592798,0.09652161968610004,0.10578654093441921,0.1011955497993534,0.1412773253321903,0.1338225750821607,0.5262718200683594,0.2409694939851761,0.0014426737325266004,0.9974049925804138,0.028744978830218315,0.48429322242736816,-0.9951358437538147,0.9972035884857178
37,0,300.0,1.5404423795993103,0.5129351504267519,0.5127409100532532,0.13553530751708429,0.12955377716643252,0.36547709440647935,0.3708483119333865,0.15742849911414833,0.167069551494301,0.109972158947102,0.112446440120686,0.09339407744874716,0.09463395280561758,0.13819286256643887,0.12544796647957637,0.5396552085876465,0.243382528424263,0.0009831814095377922,0.9994984269142151,0.027387358248233795,0.48408836126327515,-0.9959152340888977,0.9987133741378784
38,0,300.0,1.5666748898718306,0.5291164408710445,0.5302284359931946,0.1252270337443839,0.12289100968730102,0.33725265271006594,0.34982406982369324,0.15887582449096643,0.16720684295053131,0.12073415543447089,0.12672553988443874,0.11757958130197878,0.11344362268368267,0.14033075231813402,0.11990891497035301,0.537441611289978,0.24081890285015106,0.004636754281818867,0.9984989166259766,-0.0010220172116532922,0.48673003911972046,-0.9945942163467407,0.9973593950271606
39,0,300.0,1.5452348705329517,0.5227829579209586,0.52653968334198,0.11257425742574258,0.10517792535082494,0.35108910891089107,0.3511275634281389,0.15326732673267326,0.15655763076407422,0.11227722772277228,0.11866281757677673,0.1096039603960396,0.11226005098092402,0.1611881188118812,0.1562140118992612,0.5332726240158081,0.23862892389297485,0.0011784951202571392,0.9997913837432861,-0.0031898191664367914,0.4880192279815674,-0.9975218176841736,0.9954972267150879
40,0,300.0,1.576030182281652,0.542056636783016,0.5452789664268494,0.11760592924066564,0.11352975881721084,0.3247098307928961,0.3484622879517308,0.1366941686477416,0.13780985187552128,0.1320095091595581,0.1257181406148495,0.11543840022374494,0.10792750179351249,0.17354216193539365,0.1665524589471751,0.5239766240119934,0.2406538873910904,0.0030133055988699198,0.9989702701568604,-0.006211647763848305,0.4897071421146393,-0.9984023571014404,0.9940232038497925
41,0,300.0,1.5514206454603021,0.5278244335127075,0.5301060676574707,0.10443180792490298,0.08922276542982754,0.3571621987544002,0.35802259846151985,0.15894936366098023,0.16239324874891067,0.11742937088184854,0.12751440480183635,0.10361946024009387,0.10363113156370943,0.15840779853777417,0.15921585099419616,0.526205837726593,0.2431178092956543,0.002478785580024123,0.9988327622413635,-0.005200359970331192,0.4859791100025177,-0.9990420937538147,0.9946337938308716
42,0,300.0,1.5506865495151898,0.5235971217168698,0.523850679397583,0.09412401515607145,0.08831625651356785,0.32711854213027003,0.33153710268477266,0.17489625308233597,0.17924958950394554,0.11312924760931016,0.11185109554200424,0.10494978047753653,0.1034464244665823,0.18578216154447585,0.18559953128912743,0.525283694267273,0.2415558397769928,0.002008966403082013,0.9988609552383423,-0.014807811006903648,0.48428672552108765,-0.9984127879142761,0.993323564529419
43,0,300.0,1.5469693641605915,0.50551260576285,0.5053778290748596,0.09489396190733486,0.08838408454917097,0.344387410509253,0.34626894808691416,0.161150884776442,0.16010850254691347,0.12353100094556262,0.12269442593169794,0.09867621234634608,0.09650047575507631,0.17736052951506145,0.18604356313022713,0.5270610451698303,0.24011223018169403,0.0017162805888801813,0.9991717338562012,-0.02023295685648918,0.4898297190666199,-0.9979156255722046,0.9963362216949463
44,0,300.0,1.521154977236503,0.47596843444002446,0.48180705308914185,0.08171459576776995,0.07944433571684076,0.3510580575149213,0.34696747676898254,0.19045035268583832,0.19400301096100317,0.11513836136733586,0.10732297903880152,0.10406945198046663,0.10725091991554515,0.15756918068366793,0.1650112775988269,0.5160877108573914,0.24134713411331177,0.005599522963166237,0.999451220035553,-0.00716214207932353,0.47817566990852356,-0.998849630355835,0.993371844291687
45,0,300.0,1.5217331325573813,0.504614658776139,0.49896806478500366,0.09461532251554049,0.08649118226994847,0.36062000484378787,0.3704544432081332,0.20045208686526197,0.20958495903747412,0.0929199967708081,0.08789380061258456,0.09687575684185033,0.09612623363593059,0.15451683216275128,0.14944938123592905,0.5205385684967041,0.24159209430217743,0.0014329981058835983,0.9992010593414307,-0.008867673575878143,0.48332422971725464,-0.9962264895439148,0.9939030408859253
46,0,300.0,1.529942489739553,0.5032619784652207,0.4899071753025055,0.09709626424827357,0.09380501866462121,0.36026291704800734,0.35592300966822027,0.18936683584324818,0.19101625316641016,0.09925950578251103,0.10278640568207634,0.09942590897745236,0.09877768086528911,0.15458856810050753,0.15769163195338293,0.5231857895851135,0.24344737827777863,0.0002889338356908411,0.9990481734275818,-0.01614515669643879,0.4779077172279358,-0.999179482460022,0.9982082843780518
47,0,300.0,1.5468731194366026,0.501278171969597,0.500694990158081,0.09725424439320897,0.09087344045637641,0.33588346258645985,0.33157676320445,0.1778453154474953,0.19293322337616736,0.11559421504925592,0.11945752198328283,0.10752462796059527,0.10037782225772013,0.1658981345629847,0.16478122872200326,0.5252525806427002,0.24146172404289246,0.0006421057623811066,0.9998738765716553,-0.024129049852490425,0.47629663348197937,-0.9993872046470642,0.9957996606826782
48,0,300.0,1.547898842488541,0.5114417548310325,0.5162466764450073,0.08676391139924365,0.07878554973443357,0.3401404646137223,0.3504613841281038,0.18444084278768233,0.19460163534004882,0.10059427336574825,0.09802915481551207,0.11485683414370611,0.11217118230546,0.17320367368989736,0.16595109367644176,0.5293348431587219,0.24129082262516022,0.002151183784008026,0.9984633326530457,-0.025928892195224762,0.47610118985176086,-0.9952124953269958,0.9940809011459351
49,0,300.0,1.5450556369870432,0.5102296883888155,0.5073586106300354,0.09086326402016383,0.08581455601620282,0.34530560806553245,0.34523110407662677,0.18853182104599875,0.18834182888897846,0.10270951480781348,0.10369034933578866,0.1068683049779458,0.11066169047639318,0.1657214870825457,0.1662604712060101,0.5290900468826294,0.24218103289604187,0.0030039376579225063,0.9981311559677124,0.011199425905942917,0.4718608558177948,-0.9983632564544678,0.994265079498291
50,0,300.0,1.581998736877299,0.565761637655359,0.5640800595283508,0.10750428148840106,0.10347836263884555,0.3151953915615756,0.3225575504490549,0.20099641911879185,0.19345532711118427,0.10867196014323525,0.11311510873105146,0.10921687684882454,0.11464682880093274,0.15841507083917172,0.1527468222689311,0.52420574426651,0.2423408031463623,0.0037723234854638577,0.9993153214454651,-0.019455555826425552,0.4811231791973114,-0.9973872900009155,0.9975579977035522
51,0,300.0,1.5794361249026985,0.5299053602534849,0.5373256206512451,0.10109870636186426,0.09885171669147676,0.31694134325713275,0.3228077545940211,0.18562821194400142,0.17786234668615686,0.10579479000531632,0.10323044428348126,0.11181995392521708,0.11544523364194983,0.1787169945064682,0.18180250410291418,0.5218937397003174,0.24018406867980957,0.0022147451527416706,0.9999169111251831,-0.024098724126815796,0.48274439573287964,-0.9960018992424011,0.9958800077438354
52,0,300.0,1.5966763523205603,0.5304786558890892,0.5361438989639282,0.10276590960197886,0.10636828343752375,0.29131999100517203,0.2905591919792741,0.2012592759163481,0.19517889400294539,0.11344726782100292,0.1167176916923436,0.11603328086350348,0.11563443445944757,0.1751742747919946,0.1755415044284656,0.5283336043357849,0.24175480008125305,0.0016487599350512028,0.9997028112411499,-0.02806626819074154,0.47914090752601624,-0.9941139221191406,0.9914159774780273
53,0,300.0,1.597132139921038,0.5327468152946336,0.5306463837623596,0.09300567107750472,0.09694074675125335,0.30245746691871456,0.2984213197511808,0.19735349716446124,0.18633788309409618,0.1164461247637051,0.12445159720609716,0.12224322621298046,0.11777617918463154,0.1684940138626339,0.17607227401274095,0.5348967909812927,0.24095909297466278,0.00122535799164325,0.998284637928009,-0.03662659600377083,0.4827919006347656,-0.9976285099983215,0.993120551109314
54,0,300.0,1.583447839562858,0.5336073596566097,0.5317043662071228,0.0914658237850652,0.0900453585538733,0.3135124456736468,0.3097899629340054,0.1860924535756618,0.17771904627218552,0.10885025681548795,0.1189284442697486,0.1349269063611221,0.1318023298624836,0.1651521137890162,0.1717148581077036,0.5418305397033691,0.24112163484096527,0.001435464946553111,0.9989526867866516,-0.04479051008820534,0.47626784443855286,-0.9919378161430359,0.994050145149231
55,0,300.0,1.6123766509199748,0.5767275193114754,0.5698912739753723,0.10606224921375122,0.1011230293416473,0.2788200845895239,0.2794946920672209,0.2067020930484763,0.1978292015057083,0.12113653616744388,0.12478053823026465,0.11896757401583342,0.1220761151807326,0.16831146296497126,0.17469642367442628,0.5354299545288086,0.2427099496126175,0.0014953073114156723,0.9999550580978394,-0.06033739075064659,0.47428199648857117,-0.9973796606063843,0.9971495866775513
56,0,300.0,1.6206587702145423,0.6052559331254316,0.6084473133087158,0.1197265912097604,0.11125931362816031,0.26914596501543436,0.2775994015592813,0.1902836983683669,0.1816790079525851,0.12060855504924298,0.12765261378170073,0.11392032926650007,0.11681862447812796,0.18631486109069528,0.18499103860014457,0.5319566130638123,0.24373529851436615,0.0020296117290854454,0.9986538887023926,-0.03832199424505234,0.48626619577407837,-0.9984725713729858,0.998638391494751
57,0,300.0,1.613087669219838,0.6129622222010476,0.612642228603363,0.1205395996518712,0.11200707057030083,0.2649260226283725,0.2718135443596809,0.18894691035683203,0.18171791304289686,0.10844212358572672,0.11273006065457893,0.12080069625761532,0.12528193141265417,0.19634464751958225,0.19644947995988826,0.5384140014648438,0.2477686107158661,0.004882498644292355,0.9999514222145081,-0.04583355784416199,0.4857744872570038,-0.9992422461509705,0.9907699823379517
58,0,300.0,1.6071985307505219,0.629779163198206,0.626306414604187,0.11515453639082751,0.12302064081796263,0.2805333998005982,0.2818390376656814,0.19516450648055833,0.19532325199714395,0.10468594217347957,0.1030632465962529,0.12126121635094717,0.1229894931084853,0.18320039880358924,0.1737643298144738,0.5387000441551208,0.24396207928657532,0.004974451847374439,0.9984354972839355,-0.05331045016646385,0.484592467546463,-0.9974753260612488,0.996530294418335
59,0,300.0,1.6097879305266332,0.6181617385711007,0.620296835899353,0.11179307321350285,0.10555702856519805,0.28306298407131375,0.28676418059149955,0.19099810024842906,0.19702301182058748,0.11749232792634809,0.12153022226223138,0.13254420575770862,0.12524006158478776,0.16410930878269764,0.16388549517569576,0.5482727885246277,0.24315334856510162,0.0038694017566740513,0.9991323947906494,-0.03355298936367035,0.48453566431999207,-0.9939278960227966,0.9955960512161255
60,0,300.0,1.5887058623891421,0.6057854748430737,0.6043491959571838,0.11604369175268063,0.1133908473316948,0.3069445836256138,0.30165548537091424,0.18368574005411364,0.1798092944842906,0.10842769816614892,0.11575688934402341,0.12355947489728429,0.1302309682452114,0.16133881150415874,0.1591565152238656,0.5377357006072998,0.2450210303068161,0.00264257425442338,0.9995054006576538,-0.02265223301947117,0.4813575744628906,-0.9998868703842163,0.9926093816757202
61,0,300.0,1.594568892832386,0.6220023734458981,0.6207113862037659,0.10275180807902629,0.09144679817291147,0.29731875110248723,0.3161508881843208,0.18257188216616688,0.17407991160547914,0.1126300934909155,0.11459432747439974,0.13926618451225967,0.1306262101855267,0.16546128064914448,0.17310186437736214,0.5456424355506897,0.24209563434123993,0.0013531699078157544,0.9983392953872681,-0.0271823201328516,0.48545876145362854,-0.9991344213485718,0.9949725866317749
62,0,300.0,1.5616336843937395,0.6284539831059861,0.6295574903488159,0.10543494762410809,0.09514730559706226,0.31417944436010325,0.32713639724869686,0.18969181721572795,0.1900654413799449,0.0989828449977228,0.09961785844488459,0.13154698648853802,0.12735619285070884,0.1601639593137999,0.16067680447870253,0.54619961977005,0.2419089376926422,0.0007725557079538703,0.9992376565933228,-0.006753014866262674,0.4891548752784729,-0.9996904730796814,0.9981086254119873
