seed,horizon,complete,official_score,survival_time,horizon_reached,final_population,peak_population,minimum_population,mean_population,births,deaths,predator_related_deaths,fruit_score_contribution,mean_energy,median_energy,official_reward,training_reward,environment_ticks,decision_steps,episode_wall_time
133,300.0,1,40.1354000000003,39.800000000000296,0,0,11,0,5.30827067669173,6,11,,,37.932935548338136,35.31830864187103,40.1354000000003,35.1354000000003,398,80,27.125
168,300.0,1,277.9777999999952,269.5999999999928,0,0,30,0,5.959955506117908,72,77,,,45.26347640153972,42.28733557022582,277.9777999999952,272.9777999999952,2696,540,144.70300000000134
161,300.0,1,47.180400000000404,46.60000000000039,0,0,11,0,5.597430406852248,7,12,,,44.86962612375263,44.85357699457356,47.180400000000404,42.180400000000404,466,94,25.98400000000038
139,300.0,1,30.00920000000016,29.800000000000153,0,0,11,0,5.391304347826087,6,11,,,40.81122029373367,38.39102357540808,30.00920000000016,25.00920000000016,298,60,13.437000000001717
145,300.0,1,33.980600000000216,33.70000000000021,0,0,10,0,5.77810650887574,6,11,,,35.210715350522726,33.881569582976674,33.980600000000216,28.980600000000216,337,68,10.625
165,300.0,1,310.5753702503012,299.9999999999997,1,10,52,3,17.151616127957347,282,277,,,47.779684184633886,47.24099013195422,310.5753702503012,315.5753702503012,3000,600,145.375
171,300.0,1,31.54420000000018,31.400000000000176,0,0,10,0,5.93968253968254,5,10,,,36.31057669298012,33.76218815094217,31.54420000000018,26.54420000000018,314,63,17.75
177,300.0,1,30.74540000000017,30.500000000000163,0,0,11,0,6.117647058823529,7,12,,,34.68914798555739,33.16599258335417,30.74540000000017,25.74540000000017,305,61,16.89099999999962
130,300.0,1,321.905568556916,299.9999999999997,1,18,62,2,16.050649783405532,241,228,,,45.24249858511943,42.9956770902883,321.905568556916,326.905568556916,3000,600,164.35900000000038
188,300.0,1,313.06008193167247,299.9999999999997,1,18,54,1,15.146617794068645,157,144,,,46.65779661218262,46.5309425304364,313.06008193167247,318.06008193167247,3000,600,169.70300000000134
174,300.0,1,323.60760035043324,299.9999999999997,1,20,46,3,18.24225258247251,250,235,,,47.42382513239252,46.22612795556471,323.60760035043324,328.60760035043324,3000,600,170.18699999999808
167,300.0,1,311.2445435905712,299.9999999999997,1,4,67,4,20.107297567477506,289,290,,,47.38944105015821,46.33146452901902,311.2445435905712,316.2445435905712,3000,600,171.10900000000038
194,300.0,1,48.11860000000041,47.80000000000041,0,0,10,0,4.152400835073069,5,10,,,39.27578148264396,38.03059593935975,48.11860000000041,43.11860000000041,478,96,25.28099999999904
151,300.0,1,319.64246097019355,299.9999999999997,1,14,51,1,14.064645118293901,210,201,,,47.08863559997075,47.211331348221165,319.64246097019355,324.64246097019355,3000,600,175.25
183,300.0,1,315.6664497414832,299.9999999999997,1,13,54,2,19.070643118960348,265,257,,,48.06197930926317,47.1766840606248,315.6664497414832,320.6664497414832,3000,600,174.68699999999808
136,300.0,1,325.7227275507261,299.9999999999997,1,3,44,3,16.96301232922359,237,239,,,47.75197079672321,47.05963270992926,325.7227275507261,330.7227275507261,3000,600,171.68800000000192
173,300.0,1,245.38415116154812,240.6999999999906,0,0,41,0,13.909053156146179,153,158,,,47.92964694021998,46.14666778853397,245.38415116154812,240.38415116154812,2407,482,133.5
180,300.0,1,325.9654000000057,299.9999999999997,1,12,34,3,16.46084638453849,201,194,,,48.134922351752174,48.16069267028911,325.9654000000057,330.9654000000057,3000,600,178.65599999999904
200,300.0,1,332.55170824793436,299.9999999999997,1,15,58,2,19.599466844385205,277,267,,,47.63224793383853,46.82633897988886,332.55170824793436,337.55170824793436,3000,600,183.53099999999904
157,300.0,1,328.37207861542225,299.9999999999997,1,40,57,1,21.45418193935355,308,273,,,47.877380200064316,46.8032077664559,328.37207861542225,333.37207861542225,3000,600,190.56200000000172
206,300.0,1,76.17063840742998,76.29999999999994,0,0,10,0,3.5837696335078535,8,13,,,41.290478390951534,40.52012980139933,76.17063840742998,71.17063840742998,763,153,47.70300000000134
189,300.0,1,330.6894194589099,299.9999999999997,1,15,47,5,20.599133622125958,293,283,,,47.61107150502366,47.35547027706449,330.6894194589099,335.6894194589099,3000,600,192.4529999999977
142,300.0,1,320.2778076653631,299.9999999999997,1,18,66,2,21.605798067310896,288,275,,,48.128085430132145,47.91713204834494,320.2778076653631,325.2778076653631,3000,600,193.01600000000326
179,300.0,1,337.19009191601305,299.9999999999997,1,30,48,5,25.285238253915363,317,292,,,49.24589085856105,49.498778849095814,337.19009191601305,342.19009191601305,3000,600,192.0
186,300.0,1,324.56853372076625,299.9999999999997,1,31,52,3,21.168943685438187,326,300,,,48.2162336274251,47.70065112474721,324.56853372076625,329.56853372076625,3000,600,185.18800000000192
195,300.0,1,179.6969999999944,173.8999999999944,0,0,21,0,6.989655172413793,56,61,,,43.04388115581481,41.334284461918145,179.6969999999944,174.6969999999944,1739,348,97.46800000000076
163,300.0,1,312.70608781539744,297.1999999999991,0,0,33,0,11.749747729566096,144,149,,,48.1707165560411,47.646984706934234,312.70608781539744,307.70608781539744,2972,595,171.60899999999674
201,900.0,1,34.730000000000224,34.200000000000216,0,0,11,0,7.177842565597667,8,13,,,36.894689699306866,36.132954818739066,34.730000000000224,29.730000000000224,342,69,18.35900000000038
212,300.0,1,316.0771674805584,299.9999999999997,1,6,31,2,14.108630456514495,197,196,,,46.2245536397817,46.010812139234545,316.0771674805584,321.0771674805584,3000,600,161.57900000000154
148,300.0,1,304.97643635167935,299.9999999999997,1,8,55,1,13.657447517494168,205,202,,,48.35591841362549,47.35548333384392,304.97643635167935,309.97643635167935,3000,600,140.46899999999732
185,300.0,1,310.6463298468107,299.9999999999997,1,4,38,2,10.55781406197934,143,144,,,47.09815078142225,46.61911917478129,310.6463298468107,315.6463298468107,3000,600,131.15599999999904
207,900.0,1,235.5419848499609,234.59999999999096,0,0,30,0,13.087345547507457,152,157,,,48.718630640632,46.653085634028365,235.5419848499609,230.5419848499609,2346,470,89.93799999999828
192,900.0,1,352.29363239881775,339.0000000000086,0,0,27,0,8.36626363904453,120,125,,,46.49450599845335,45.109743246307985,352.29363239881775,347.29363239881775,3390,678,141.86000000000058
198,900.0,1,29.498800000000152,29.400000000000148,0,0,10,0,5.627118644067797,5,10,,,35.864405580407166,33.40756488780879,29.498800000000152,24.498800000000152,294,59,11.328000000001339
154,900.0,1,221.5678206252557,233.799999999991,0,0,45,0,12.306968790081232,142,147,,,49.0112786371458,48.52831010431031,221.5678206252557,216.5678206252557,2338,468,104.28099999999904
160,900.0,1,25.095200000000087,24.900000000000084,0,0,11,0,7.204,6,11,,,37.16520323361785,35.5144183529664,25.095200000000087,20.095200000000087,249,50,8.96900000000096
169,900.0,1,644.3358695048277,623.1000000000731,0,0,23,0,8.771983311938383,221,226,,,48.999249553902814,48.786382310679684,644.3358695048277,639.3358695048277,6231,1247,249.59400000000096
166,900.0,1,313.1794326021571,298.6999999999994,0,0,32,0,10.270749665327978,128,133,,,45.01655772302258,44.10087744125431,313.1794326021571,308.1794326021571,2987,598,114.96799999999712
191,900.0,1,560.5075983656664,547.3000000000559,0,0,47,0,10.921994884910486,361,366,,,49.36204110594523,48.526534437926244,560.5075983656664,555.5075983656664,5473,1095,225.64099999999962
213,900.0,1,518.837116687384,519.4000000000495,0,0,35,0,11.769778633301252,296,301,,,47.93681378084091,47.183489828399786,518.837116687384,513.837116687384,5194,1039,208.56200000000172
204,900.0,1,468.143234722725,458.10000000003566,0,0,27,0,9.534046268005238,209,214,,,46.593020642889456,46.698310744095394,468.143234722725,463.143234722725,4581,917,180.06300000000192
172,900.0,1,94.76019999999889,93.59999999999896,0,0,10,0,3.784418356456777,10,15,,,46.26192954040231,45.95217652913258,94.76019999999889,89.76019999999889,936,188,33.81200000000172
218,900.0,1,742.1826714008145,731.1000000000977,0,0,32,0,11.414797592997811,333,338,,,47.647346500541765,46.94900577227826,742.1826714008145,737.1826714008145,7311,1463,297.79699999999866
210,900.0,1,22.854600000000058,22.800000000000054,0,0,10,0,6.580786026200873,5,10,,,36.17315859695928,33.234121739740104,22.854600000000058,17.854600000000058,228,46,10.43800000000192
175,900.0,1,303.0712159104638,300.19999999999976,0,0,30,0,9.307692307692308,152,157,,,48.753528807475405,47.3355438304851,303.0712159104638,298.0712159104638,3002,601,126.92199999999866
197,900.0,1,287.91513675050425,272.6999999999935,0,0,33,0,14.35007331378299,168,173,,,47.468491042418,47.01738896305645,287.91513675050425,282.91513675050425,2727,546,118.10900000000038
181,900.0,1,138.42399999999648,136.29999999999654,0,0,10,0,4.117302052785924,19,24,,,44.66497386936984,44.12154698427271,138.42399999999648,133.42399999999648,1363,273,55.57800000000134
203,900.0,1,39.9456000000003,39.60000000000029,0,0,10,0,5.01007556675063,5,10,,,44.964821641892954,43.76068961132835,39.9456000000003,34.9456000000003,396,80,17.31300000000192
219,900.0,1,334.7559796300132,326.10000000000565,0,0,36,0,9.684242795830778,136,141,,,47.91933988700344,46.991221503348,334.7559796300132,329.7559796300132,3261,653,145.28099999999904
225,900.0,1,132.41459500929943,131.9999999999968,0,0,17,0,5.063588190764572,32,37,,,48.03305794502458,43.288270576250426,132.41459500929943,127.41459500929943,1320,264,48.93799999999828
231,900.0,1,21.48500000000004,21.300000000000033,0,0,10,0,8.042056074766355,5,10,,,36.70591364994274,34.995651072112445,21.48500000000004,16.48500000000004,213,43,6.328000000001339
187,900.0,1,189.20122025784912,187.19999999999365,0,0,19,0,5.558996262680192,54,59,,,46.11587777797154,43.639490008002326,189.20122025784912,184.20122025784912,1872,375,78.2029999999977
216,900.0,1,486.1092874684172,452.70000000003444,0,0,55,0,18.154151943462896,341,346,,,47.82500033508099,47.07927266556421,486.1092874684172,481.1092874684172,4527,906,195.11000000000058
224,900.0,1,518.2692848542397,509.2000000000473,0,0,46,0,10.924995091301787,281,286,,,48.9158442045721,48.330015298671576,518.2692848542397,513.2692848542397,5092,1019,212.9220000000023
237,900.0,1,61.2426000000006,60.50000000000059,0,0,10,0,4.361386138613861,8,13,,,47.37069455356597,47.78186474004687,61.2426000000006,56.2426000000006,605,121,20.78099999999904
222,900.0,1,223.31406196195232,230.2999999999912,0,0,23,0,7.259982638888889,98,103,,,47.75431148664782,46.566360569347516,223.31406196195232,218.31406196195232,2303,461,88.0779999999977
178,900.0,1,718.1849956187924,705.6000000000919,0,0,55,0,17.1907326059232,580,585,,,48.314615674963015,47.71345030767577,718.1849956187924,713.1849956187924,7056,1412,298.9070000000029
193,900.0,1,323.7507166296047,304.0000000000006,0,0,28,0,12.126603091088457,148,153,,,47.53247457996789,46.53863395714832,323.7507166296047,318.7507166296047,3040,608,116.88999999999942
209,900.0,1,529.8090539148053,511.70000000004785,0,0,38,0,11.275107463853068,290,295,,,48.14197631714611,46.939814809247736,529.8090539148053,524.8090539148053,5117,1024,208.375
215,900.0,1,22.26980000000005,22.200000000000045,0,0,10,0,6.910313901345291,5,10,,,34.11593336314238,32.31581933577439,22.26980000000005,17.26980000000005,222,45,11.06300000000192
221,900.0,1,44.67080000000036,44.10000000000036,0,0,10,0,5.547511312217194,7,12,,,38.46930259853162,37.021533726823236,44.67080000000036,39.67080000000036,441,89,16.85900000000038
243,900.0,1,335.8337693377473,366.7000000000149,0,0,76,0,14.270992366412214,308,313,,,50.84317342750289,49.50487726266274,335.8337693377473,330.8337693377473,3667,734,161.23500000000058
249,900.0,1,30.46400000000017,30.400000000000162,0,0,10,0,5.304918032786885,5,10,,,35.29344174159599,32.736737495791765,30.46400000000017,25.46400000000017,304,61,10.2970000000023
230,900.0,1,459.25727930930765,448.40000000003346,0,0,25,0,10.323745819397994,197,202,,,46.60369695717405,44.822353898244415,459.25727930930765,454.25727930930765,4484,897,199.34300000000076
184,900.0,1,333.3266666894077,323.200000000005,0,0,47,0,18.025363439529848,255,260,,,49.02463329455713,49.55206767933257,333.3266666894077,328.3266666894077,3232,647,142.5
228,900.0,1,346.2074462938617,340.20000000000886,0,0,41,0,17.62092271525125,279,284,,,50.52849455620429,51.6397378671669,346.2074462938617,341.2074462938617,3402,681,157.9529999999977
199,900.0,1,657.8064439482707,629.2000000000745,0,0,50,0,11.696805974892738,349,354,,,49.29391658571366,48.77587066888029,657.8064439482707,652.8064439482707,6292,1259,307.96900000000096
255,900.0,1,507.7508534533468,493.1000000000436,0,0,38,0,12.908759124087592,286,291,,,47.913808869798984,46.551669050957926,507.7508534533468,502.7508534533468,4931,987,236.42199999999866
234,900.0,1,527.6607064436986,518.0000000000492,0,0,45,0,11.727272727272727,266,271,,,48.11661420846898,47.43559753458519,527.6607064436986,522.6607064436986,5180,1036,244.96900000000096
227,900.0,1,712.0660839544483,701.800000000091,0,0,41,0,12.891437526713206,381,386,,,49.7990327199753,50.77562193364571,712.0660839544483,707.0660839544483,7018,1404,336.2340000000004
190,900.0,1,594.5502417540037,571.1000000000613,0,0,68,0,14.55094537815126,439,444,,,48.40018420483519,46.60832426229874,594.5502417540037,589.5502417540037,5711,1143,275.1100000000006
196,900.0,1,31.516800000000185,31.200000000000173,0,0,10,0,6.348242811501597,6,11,,,41.0837683218076,40.02138419850746,31.516800000000185,26.516800000000185,312,63,10.718999999997322
236,900.0,1,705.8523591208914,694.2000000000893,0,0,75,0,17.882183494166785,569,574,,,48.71575022220921,48.28661784624828,705.8523591208914,700.8523591208914,6942,1389,326.3119999999981
261,900.0,1,433.6570738463472,428.700000000029,0,0,52,0,16.71338619402985,397,402,,,49.578393788013784,47.50867115660291,433.6570738463472,428.6570738463472,4287,858,1082.375
205,900.0,1,507.4155206945706,481.500000000041,0,0,42,0,11.712624584717608,220,225,,,49.905957182668985,49.945719512127084,507.4155206945706,502.4155206945706,4815,963,1101.875
240,900.0,1,389.6013533193458,386.5000000000194,0,0,26,0,10.18753233316089,207,212,,,50.283653282077196,49.18780063058108,389.6013533193458,384.6013533193458,3865,773,1055.0159999999996
267,900.0,1,181.41516806527778,174.49999999999437,0,0,24,0,10.789805269186713,92,97,,,46.73037489120972,45.01773071244604,181.41516806527778,176.41516806527778,1745,349,68.61000000000058
202,900.0,1,484.94819359767337,455.200000000035,0,0,47,0,17.298264880298703,345,350,,,47.75618185692728,45.3945232885056,484.94819359767337,479.94819359767337,4552,911,1090.5780000000013
242,900.0,1,465.6210843129944,453.5000000000346,0,0,27,0,10.731481481481481,188,193,,,47.899559711324166,46.864575546411714,465.6210843129944,460.6210843129944,4535,907,1090.844000000001
273,900.0,1,250.21548459690098,246.89999999999026,0,0,32,0,14.290283400809717,143,148,,,49.4969677906063,48.977209072516466,250.21548459690098,245.21548459690098,2469,494,122.01499999999942
233,900.0,1,803.2126242067932,786.9000000001104,0,0,36,0,12.696060991105464,463,468,,,48.719919010165704,48.030134944575565,803.2126242067932,798.2126242067932,7869,1574,1248.5930000000008
239,900.0,1,44.33060000000036,44.000000000000355,0,0,10,0,4.217687074829932,6,11,,,44.15829668540983,42.24992798530562,44.33060000000036,39.33060000000036,440,88,20.39099999999962
248,900.0,1,472.6335712562785,459.1000000000359,0,0,41,0,11.783754355400697,218,223,,,47.48613379934583,46.17447163192968,472.6335712562785,467.6335712562785,4591,919,202.0779999999977
246,900.0,1,705.1297720998714,660.8000000000817,0,0,54,0,15.841882281737025,480,485,,,48.15063456847909,46.759234114808635,705.1297720998714,700.1297720998714,6608,1322,299.84400000000096
211,900.0,1,828.1433799258353,806.2000000001148,0,0,37,0,14.573979908222746,598,603,,,50.31007129336594,49.52187992804748,828.1433799258353,823.1433799258353,8062,1613,363.28099999999904
279,900.0,1,435.8225531810255,433.6000000000301,0,0,45,0,14.309661056029514,291,296,,,51.148901096227256,49.77023379562136,435.8225531810255,430.8225531810255,4336,868,186.81200000000172
245,900.0,1,403.3230701440526,408.40000000002436,0,0,37,0,13.095960832313342,262,267,,,51.477779417705136,49.88925318102115,403.3230701440526,398.3230701440526,4084,817,180.60900000000038
208,900.0,1,834.6106230416647,809.9000000001156,0,0,38,0,11.344691358024692,470,475,,,50.516428597979434,49.503138469456005,834.6106230416647,829.6106230416647,8099,1620,379.67199999999866
251,900.0,1,249.70550239856948,229.89999999999122,0,0,47,0,20.39086956521739,233,238,,,48.99028194179001,47.283643918457656,249.70550239856948,244.70550239856948,2299,460,105.40699999999924
285,900.0,1,356.05932095770174,342.7000000000094,0,0,49,0,13.881563593932322,220,225,,,48.7630174790348,47.98925648762043,356.05932095770174,351.05932095770174,3427,686,167.85900000000038
254,900.0,1,486.1433677876913,485.70000000004194,0,0,53,0,14.809386578839028,348,353,,,51.61949763623071,49.7667934227226,486.1433677876913,481.1433677876913,4857,972,237.7970000000023
252,900.0,1,773.4047500583682,759.8000000001042,0,0,57,0,11.501513357020661,434,439,,,50.428083428669304,48.25861009920112,773.4047500583682,768.4047500583682,7598,1520,353.2970000000023
291,900.0,1,446.64485229762374,445.30000000003275,0,0,47,0,18.03053435114504,378,383,,,51.556667966943145,48.86902388279609,446.64485229762374,441.64485229762374,4453,891,191.07800000000134
257,900.0,1,506.75758158586905,506.7000000000467,0,0,43,0,14.122533543804263,328,333,,,53.192729348778435,52.093712259064134,506.75758158586905,501.75758158586905,5067,1014,221.96900000000096
260,900.0,1,494.9665150492787,484.2000000000416,0,0,44,0,9.014453850918851,206,211,,,47.211828002366666,42.4887420775815,494.9665150492787,489.9665150492787,4842,969,208.93700000000172
217,900.0,1,913.0379241548682,900.0000000001361,1,4,45,1,13.816020442173091,564,565,,,52.066319971363605,50.81059738558928,913.0379241548682,918.0379241548682,9000,1800,414.2029999999977
214,900.0,1,747.2452123227499,735.3000000000986,0,0,55,0,14.452270872994289,523,528,,,50.82855019931006,49.68355794641615,747.2452123227499,742.2452123227499,7353,1471,326.5470000000023
263,900.0,1,151.02674989845917,148.39999999999586,0,0,13,0,4.976430976430977,29,34,,,47.09245365144593,44.64393198841846,151.02674989845917,146.02674989845917,1484,297,65.09400000000096
269,900.0,1,32.8574000000002,32.60000000000019,0,0,10,0,5.691131498470948,6,11,,,36.38286817176257,34.541171329922776,32.8574000000002,27.857400000000197,326,66,14.204000000001543
258,900.0,1,407.4056835359579,369.1000000000154,0,0,60,0,17.729685807150595,340,345,,,49.33725577987605,46.938148930250826,407.4056835359579,402.4056835359579,3691,739,175.84400000000096
223,900.0,1,256.6063657655458,254.59999999998982,0,0,34,0,7.998036906164114,97,102,,,49.52449271781821,49.54194761384404,256.6063657655458,251.60636576554577,2546,510,122.51599999999962
297,900.0,1,486.4374426578046,460.1000000000361,0,0,38,0,12.936766623207301,246,251,,,47.79392576166906,46.43422869153866,486.4374426578046,481.4374426578046,4601,921,212.90599999999904
266,900.0,1,388.6538834477501,408.0000000000243,0,0,48,0,14.691987258024994,278,283,,,50.20967111883346,48.59430364233429,388.6538834477501,383.6538834477501,4080,816,191.06199999999808
220,900.0,1,419.8004728358686,400.40000000002254,0,0,40,0,14.111360799001249,246,251,,,51.201133217790996,51.14370849726417,419.8004728358686,414.8004728358686,4004,801,183.75
303,900.0,1,106.36059999999824,104.49999999999834,0,0,11,0,4.530592734225621,19,24,,,45.46132544409003,42.38655643002008,106.36059999999824,101.36059999999824,1045,209,45.875
226,900.0,1,31.843400000000187,31.60000000000018,0,0,10,0,6.596214511041009,5,10,,,37.551886858961915,38.02376835575139,31.843400000000187,26.843400000000187,316,64,16.71900000000096
275,900.0,1,665.5279699428776,653.7000000000801,0,0,26,0,7.879320893239523,229,234,,,49.37360567719032,48.82136883699617,665.5279699428776,660.5279699428776,6537,1308,315.4220000000023
229,900.0,1,672.3849454374612,679.3000000000859,0,0,42,0,11.829408301442449,492,497,,,52.21463973117698,51.29420042562385,672.3849454374612,667.3849454374612,6793,1359,324.21900000000096
272,900.0,1,630.7769297929942,612.5000000000707,0,0,36,0,16.428011753183153,448,453,,,50.236914665678064,49.418938936194856,630.7769297929942,625.7769297929942,6125,1225,295.9529999999977
278,900.0,1,30.46440000000017,30.30000000000016,0,0,10,0,6.2269736842105265,5,10,,,36.94673567009393,34.22479537527505,30.46440000000017,25.46440000000017,303,61,11.75
264,900.0,1,865.114481771043,900.0000000001361,1,2,32,1,9.782357515831574,424,427,,,53.04377896624906,52.928550136486464,865.114481771043,870.114481771043,9000,1800,429.82800000000134
309,900.0,1,651.2074568324967,638.5000000000766,0,0,59,0,19.48011274663326,567,572,,,49.74063749149435,49.05728089176168,651.2074568324967,646.2074568324967,6385,1277,317.15599999999904
232,900.0,1,662.5475848191911,642.5000000000775,0,0,68,0,17.318082788671024,505,510,,,50.6107007795554,49.18396856210008,662.5475848191911,657.5475848191911,6425,1285,321.29699999999866
281,900.0,1,359.8920508479453,336.70000000000806,0,0,44,0,16.573634204275535,244,249,,,49.102866647252085,47.945963151181246,359.8920508479453,354.8920508479453,3367,674,170.04699999999866
287,900.0,1,294.92336654170094,289.8999999999974,0,0,15,0,4.610689655172414,57,62,,,49.86507519514575,48.55099158073722,294.92336654170094,289.92336654170094,2899,580,132.32800000000134
293,900.0,1,50.09480000000044,49.80000000000044,0,0,10,0,4.6392785571142285,5,10,,,35.84481306129699,32.72700942701541,50.09480000000044,45.09480000000044,498,100,18.93800000000192
235,900.0,1,725.2396502996205,708.7000000000926,0,0,43,0,14.746472911963883,481,486,,,49.111529350777204,48.29071337156339,725.2396502996205,720.2396502996205,7087,1418,346.75
238,900.0,1,564.0716698169615,550.3000000000566,0,0,46,0,16.431322674418606,382,387,,,49.24750790195103,48.775999596518844,564.0716698169615,559.0716698169615,5503,1101,264.65699999999924
270,900.0,1,641.0568800000771,631.400000000075,0,0,42,0,10.806650831353918,357,362,,,47.68111437266855,45.19451210312816,641.0568800000771,636.0568800000771,6314,1263,309.28199999999924
315,900.0,1,638.5012417317939,634.2000000000756,0,0,30,0,11.832728992590257,389,394,,,50.266317211038206,49.15171012965622,638.5012417317939,633.5012417317939,6342,1269,304.92199999999866
284,900.0,1,853.8601728820847,833.800000000121,0,0,44,0,15.22892433145461,508,513,,,48.80017320482544,48.81177794212049,853.8601728820847,848.8601728820847,8338,1668,418.0620000000017
299,900.0,1,402.61243472092076,385.8000000000192,0,0,54,0,19.790101062451413,345,350,,,48.98525760967536,48.11778297047624,402.61243472092076,397.61243472092076,3858,772,200.84400000000096
241,900.0,1,439.304143214814,431.60000000002964,0,0,42,0,13.399814686124623,265,270,,,48.58411936112593,48.161155564215875,439.304143214814,434.304143214814,4316,864,212.15699999999924
290,900.0,1,271.9348218833469,268.39999999999253,0,0,18,0,7.164245810055866,85,90,,,46.25981976581743,45.17196802034415,271.9348218833469,266.9348218833469,2684,537,119.0
276,900.0,1,429.9240566346539,444.40000000003255,0,0,45,0,14.787626546681665,336,341,,,49.901851049416926,49.43180574662405,429.9240566346539,424.9240566346539,4444,889,208.84400000000096
244,900.0,1,540.8221731803869,531.3000000000523,0,0,56,0,20.481934512608206,473,478,,,49.36432640453757,49.30825783217395,540.8221731803869,535.8221731803869,5313,1063,260.70300000000134
321,900.0,1,493.84834105233733,484.1000000000416,0,0,24,0,9.86761668731929,233,238,,,46.968772468953226,45.90724555860856,493.84834105233733,488.84834105233733,4841,969,244.20300000000134
250,900.0,1,112.64239999999793,110.99999999999797,0,0,10,0,4.373537353735373,16,21,,,43.743807394551325,44.545707718781905,112.64239999999793,107.64239999999793,1110,222,48.40600000000268
305,900.0,1,499.84959137085986,477.30000000004003,0,0,40,0,13.614369501466276,325,330,,,47.91813010329699,46.832223954913275,499.84959137085986,494.84959137085986,4773,955,224.84399999999732
282,900.0,1,212.17464515295592,202.0999999999928,0,0,36,0,10.764094955489615,92,97,,,44.96156666685165,43.86814528032664,212.17464515295592,207.17464515295592,2021,405,107.40599999999904
247,900.0,1,445.21163485979764,429.2000000000291,0,0,62,0,18.764267412066154,453,458,,,48.24818506144852,46.82242507723484,445.21163485979764,440.21163485979764,4292,859,210.53200000000288
311,900.0,1,217.7282255634498,216.399999999992,0,0,10,0,5.308545034642032,42,47,,,49.49710675474732,50.900849841617266,217.7282255634498,212.7282255634498,2164,433,105.5
256,900.0,1,336.1377854784212,315.60000000000326,0,0,37,0,16.6721571111815,224,229,,,50.07135234490269,50.67763867856327,336.1377854784212,331.1377854784212,3156,632,150.82800000000134
288,900.0,1,375.3380289730573,369.20000000001545,0,0,31,0,13.14107771459518,232,237,,,47.9190716193224,48.10949912626766,375.3380289730573,370.3380289730573,3692,739,169.32800000000134
296,900.0,1,706.3672870424045,674.8000000000849,0,0,41,0,12.458438287153653,403,408,,,47.18025458342049,46.55514309779777,706.3672870424045,701.3672870424045,6748,1350,324.07800000000134
317,900.0,1,309.1889381556617,305.80000000000103,0,0,18,0,8.343576332134685,106,111,,,48.03508252776503,48.77192853124233,309.1889381556617,304.1889381556617,3058,612,138.71899999999732
327,900.0,1,633.0407240197267,645.3000000000782,0,0,49,0,14.9521227145956,529,534,,,49.98135251235064,49.90778203968406,633.0407240197267,628.0407240197267,6453,1291,305.40599999999904
302,900.0,1,218.9693999999921,213.59999999999215,0,0,18,0,5.594759007955077,45,50,,,44.35824964606705,42.4645834579299,218.9693999999921,213.9693999999921,2136,428,98.04699999999866
253,900.0,1,513.0586072024195,517.3000000000491,0,0,49,0,13.44414379590259,315,320,,,48.9828644680242,48.743220291794955,513.0586072024195,508.05860720241947,5173,1035,237.18800000000192
262,900.0,1,458.69819052437384,436.10000000003066,0,0,46,0,16.53668042182485,346,351,,,48.98227657719057,48.06952227562459,458.69819052437384,453.69819052437384,4361,873,199.89099999999962
294,900.0,1,431.37552687347164,415.500000000026,0,0,52,0,13.949230028873917,276,281,,,48.72522495957407,47.67447489514183,431.37552687347164,426.37552687347164,4155,831,187.15699999999924
323,900.0,1,452.5470309735276,455.7000000000351,0,0,38,0,15.440982887231241,367,372,,,49.43797440298174,48.036845817807745,452.5470309735276,447.5470309735276,4557,912,198.18700000000172
259,900.0,1,354.4893117168695,325.9000000000056,0,0,31,0,10.245398773006135,165,170,,,40.038623892746664,33.61213177277836,354.4893117168695,349.4893117168695,3259,652,137.67199999999866
333,900.0,1,578.706973128565,560.5000000000589,0,0,37,0,12.578308954691401,294,299,,,48.62432552603312,48.461427959581734,578.706973128565,573.706973128565,5605,1121,242.90599999999904
268,900.0,1,406.17605962701344,383.9000000000188,0,0,26,0,11.623177083333333,189,194,,,48.524897876288065,47.948620652624385,406.17605962701344,401.17605962701344,3839,768,168.84400000000096
300,900.0,1,483.40362931157847,471.20000000003864,0,0,40,0,15.705071079991512,352,357,,,50.71084601437997,50.719077364193325,483.40362931157847,478.40362931157847,4712,943,216.125
308,900.0,1,706.520090066813,724.8000000000962,0,0,45,0,13.407504483377018,494,499,,,49.86133387009316,49.57548934750644,706.520090066813,701.520090066813,7248,1450,328.5630000000019
274,900.0,1,459.9430241680342,437.30000000003093,0,0,42,0,11.92615454961134,254,259,,,50.08968379133297,49.59767119131803,459.9430241680342,454.9430241680342,4373,875,199.56199999999808
265,900.0,1,595.4756628019163,578.3000000000629,0,0,49,0,15.451763485477178,492,497,,,50.99544544401476,49.18914038371295,595.4756628019163,590.4756628019163,5783,1157,264.03099999999904
339,900.0,1,574.4489174035864,602.1000000000683,0,0,40,0,12.489040185984722,372,377,,,50.576819446580416,51.14254651052625,574.4489174035864,569.4489174035864,6021,1205,267.8909999999996
329,900.0,1,745.8735647705698,728.000000000097,0,0,47,0,16.438263974728745,541,546,,,49.05131458216241,48.1918614126404,745.8735647705698,740.8735647705698,7280,1456,323.5149999999994
345,900.0,1,77.38299999999987,76.59999999999992,0,0,10,0,3.9921773142112125,9,14,,,42.182174723915836,41.841561727244226,77.38299999999987,72.38299999999987,766,154,23.389999999999418
306,900.0,1,543.3875825657943,551.6000000000569,0,0,30,0,9.686967554830524,272,277,,,52.19978622661469,51.53630579867487,543.3875825657943,538.3875825657943,5516,1104,225.59400000000096
