seed,horizon,complete,official_score,survival_time,horizon_reached,final_population,peak_population,minimum_population,mean_population,births,deaths,predator_related_deaths,fruit_score_contribution,mean_energy,median_energy,official_reward,training_reward,environment_ticks,decision_steps,episode_wall_time
50,300.0,1,71.78760000000021,71.20000000000023,0,0,10,0,3.523141654978962,6,11,,,43.55319433363445,43.275456559495,71.78760000000021,66.78760000000021,712,143,28.85900000000038
39,300.0,1,135.0706606306268,136.29999999999654,0,0,13,0,4.867302052785924,31,36,,,46.86853510274482,45.166230053790265,135.0706606306268,130.0706606306268,1363,273,66.71900000000096
48,300.0,1,98.00253455812641,97.29999999999875,0,0,10,0,3.0410677618069815,8,13,,,44.725185452733854,43.669763865375685,98.00253455812641,93.00253455812641,973,195,47.67199999999866
47,300.0,1,28.967400000000143,28.80000000000014,0,0,11,0,5.885813148788928,6,11,,,38.72697203634756,33.753759893617165,28.967400000000143,23.967400000000143,288,58,17.764999999999418
54,300.0,1,22.968200000000056,22.900000000000055,0,0,10,0,7.017391304347826,5,10,,,32.855466886018434,30.56651278303094,22.968200000000056,17.968200000000056,229,46,11.937999999998283
45,300.0,1,27.542600000000125,27.50000000000012,0,0,10,0,5.583333333333333,5,10,,,34.4419020248677,32.03704260209193,27.542600000000125,22.542600000000125,275,55,19.25
56,300.0,1,59.67520000000057,59.400000000000574,0,0,9,0,3.4134453781512604,4,9,,,43.18747703948987,42.83060504786705,59.67520000000057,54.67520000000057,594,119,36.34400000000096
53,300.0,1,47.200000000000394,47.0000000000004,0,0,10,0,3.643312101910828,5,10,,,36.805351358503465,33.454634026819754,47.200000000000394,42.200000000000394,470,94,26.985000000000582
62,300.0,1,29.638200000000154,29.400000000000148,0,0,11,0,6.3694915254237285,6,11,,,37.780672114463364,34.87411158137803,29.638200000000154,24.638200000000154,294,59,13.343000000000757
51,300.0,1,63.10220000000063,62.60000000000062,0,0,10,0,3.7719298245614037,6,11,,,44.41811915890316,42.35867469964322,63.10220000000063,58.10220000000063,626,126,32.25
57,300.0,1,51.98820000000047,51.40000000000046,0,0,10,0,4.8699029126213595,8,13,,,43.13163781282702,41.378426038051494,51.98820000000047,46.98820000000047,514,103,20.906000000002678
40,300.0,1,266.5491578947076,263.7999999999915,0,0,25,0,9.776430466085639,133,138,,,48.54767887483706,47.7466546204633,266.5491578947076,261.5491578947076,2638,528,138.79699999999866
63,300.0,1,69.10960000000034,68.70000000000037,0,0,10,0,3.2281976744186047,8,13,,,38.83418539587992,36.60709713681959,69.10960000000034,64.10960000000034,687,138,30.09400000000096
37,300.0,1,328.89800000000685,299.9999999999997,1,26,37,3,20.22259246917694,225,204,,,47.874874970059,47.464813960880846,328.89800000000685,333.89800000000685,3000,600,153.04699999999866
69,300.0,1,71.16180000000024,70.50000000000027,0,0,10,0,3.6288951841359776,7,12,,,46.41766468597873,44.168342695983526,71.16180000000024,66.16180000000024,705,141,27.23400000000038
60,300.0,1,320.58140178446484,299.9999999999997,1,6,32,2,11.607130956347884,158,157,,,49.9203746961992,48.66763929802135,320.58140178446484,325.58140178446484,3000,600,140.95300000000134
68,300.0,1,261.1251447455626,250.99999999999002,0,0,27,0,10.22978892871366,125,130,,,49.14536133280417,47.479045967361365,261.1251447455626,256.1251447455626,2510,502,113.75
66,300.0,1,30.82520000000017,30.600000000000165,0,0,10,0,6.045602605863192,5,10,,,39.42370332296167,37.846021014276324,30.82520000000017,25.82520000000017,306,62,10.937999999998283
