seed,horizon,complete,official_score,survival_time,horizon_reached,final_population,peak_population,minimum_population,mean_population,births,deaths,predator_related_deaths,fruit_score_contribution,mean_energy,median_energy,official_reward,training_reward,environment_ticks,decision_steps,episode_wall_time,policy_mode,policy_seed,environment_seed,rollout_index
2147483700,3000.0,1,424.7825410198139,414.2000000000257,0,0,38,0,14.804972242336472,216,221,,,47.843292777239604,48.0054440960142,424.7825410198139,419.7825410198139,4142,829,95.84300000000076,stochastic,20260918,2147483700,0
2147483700,3000.0,1,445.8268798174819,423.30000000002775,0,0,38,0,18.68327822390175,289,294,,,49.50213095200933,49.448473442254944,445.8268798174819,440.8268798174819,4233,847,117.59300000000076,deterministic,,2147483700,0
